Time (s),Channel 1 (V),TIME
-0.04596,-2.20176254537708,0.003925
-0.0459475,-2.19800985140315,0.0039375
-0.045935,-2.20176254537708,0.00395
-0.0459225,-2.20926793332494,0.0039625
-0.04591,-2.20176254537708,0.003975
-0.0458975,-2.2167733212728,0.0039875
-0.045885,-2.21302062729887,0.004
-0.0458725,-2.22427870922065,0.0040125
-0.04586,-2.22803140319458,0.004025
-0.0458475,-2.22803140319458,0.0040375
-0.045835,-2.2167733212728,0.00405
-0.0458225,-2.22803140319458,0.0040625
-0.04581,-2.22427870922065,0.004075
-0.0457975,-2.22803140319458,0.0040875
-0.045785,-2.22427870922065,0.0041
-0.0457725,-2.22803140319458,0.0041125
-0.04576,-2.23928948511637,0.004125
-0.0457475,-2.2430421790903,0.0041375
-0.045735,-2.2430421790903,0.00415
-0.0457225,-2.2430421790903,0.0041625
-0.04571,-2.25805295498602,0.004175
-0.0456975,-2.25430026101209,0.0041875
-0.045685,-2.24679487306423,0.0042
-0.0456725,-2.25430026101209,0.0042125
-0.04566,-2.26555834293387,0.004225
-0.0456475,-2.26180564895995,0.0042375
-0.045635,-2.26180564895995,0.00425
-0.0456225,-2.27306373088173,0.0042625
-0.04561,-2.2693110369078,0.004275
-0.0455975,-2.26555834293387,0.0042875
-0.045585,-2.27681642485566,0.0043
-0.0455725,-2.27681642485566,0.0043125
-0.04556,-2.27681642485566,0.004325
-0.0455475,-2.27681642485566,0.0043375
-0.045535,-2.28056911882959,0.00435
-0.0455225,-2.2693110369078,0.0043625
-0.04551,-2.28056911882959,0.004375
-0.0454975,-2.28807450677745,0.0043875
-0.045485,-2.28432181280352,0.0044
-0.0454725,-2.29557989472531,0.0044125
-0.04546,-2.29182720075138,0.004425
-0.0454475,-2.30308528267317,0.0044375
-0.045435,-2.28807450677745,0.00445
-0.0454225,-2.29933258869924,0.0044625
-0.04541,-2.29182720075138,0.004475
-0.0453975,-2.29182720075138,0.0044875
-0.045385,-2.29557989472531,0.0045
-0.0453725,-2.30683797664709,0.0045125
-0.04536,-2.29933258869924,0.004525
-0.0453475,-2.31059067062102,0.0045375
-0.045335,-2.30683797664709,0.00455
-0.0453225,-2.29933258869924,0.0045625
-0.04531,-2.30308528267317,0.004575
-0.0452975,-2.31059067062102,0.0045875
-0.045285,-2.31059067062102,0.0046
-0.0452725,-2.31434336459495,0.0046125
-0.04526,-2.31059067062102,0.004625
