0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,35047
8,35047
9,35047
10,35047
11,35047
12,11081
13,11081
14,11081
15,11081
16,15475
17,15475
18,15475
19,15475
20,58617
21,58617
22,58617
23,58617
24,50676
25,50676
26,50676
27,50676
28,40510
29,40510
30,40510
31,32597
32,32597
33,32597
34,32597
35,30891
36,30891
37,30891
38,25274
39,25274
40,25274
41,21261
42,21261
43,21261
44,21261
45,21321
46,21321
47,21321
48,17572
49,17572
50,17572
51,14769
52,14769
53,14769
54,15454
55,15454
56,15454
57,15454
58,12738
59,12738
60,12738
61,10563
62,10563
63,10563
64,11962
65,11962
66,11962
67,9616
68,9616
69,9616
70,7815
71,7815
72,7815
73,9260
74,9260
75,9260
76,9260
77,7089
78,7089
79,7089
80,5511
81,5511
82,5511
83,7282
84,7282
85,7282
86,5470
87,5470
88,5470
89,3855
90,3855
91,3855
92,5690
93,5690
94,5690
95,3935
96,3935
97,3935
98,2765
99,2765
100,2765
101,4608
102,4608
103,4608
104,3060
105,3060
106,3060
107,1719
108,1719
109,1719
110,3659
111,3659
112,3659
113,2083
114,2083
115,2083
116,1122
117,1122
118,1122
119,3038
120,3038
121,3038
122,1656
123,1656
124,1656
125,482
126,482
127,482
128,2422
129,2422
130,2422
131,989
132,989
133,989
134,65462
135,65462
136,65462
137,1930
138,1930
139,1930
140,722
141,722
142,722
143,65002
144,65002
145,65002
146,1556
147,1556
148,1556
149,143
150,143
151,143
152,64635
153,64635
154,64635
155,1240
156,1240
157,1240
158,65387
159,65387
160,65387
161,64311
162,64311
163,64311
164,796
165,796
166,796
167,65027
168,65027
169,65027
170,64040
171,64040
172,64040
173,628
174,628
175,628
176,64836
177,64836
178,64836
179,63854
180,63854
181,63854
182,352
183,352
184,352
185,64543
186,64543
187,64543
188,63727
189,63727
190,63727
