SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,NodeSpeed
143,5.632,11,10,AODV,7.5,15
144,6.144,12,10,AODV,7.5,15
145,7.68,15,10,AODV,7.5,15
146,8.704,17,10,AODV,7.5,15
147,8.192,16,10,AODV,7.5,15
148,10.24,20,10,AODV,7.5,15
149,9.728,19,10,AODV,7.5,15
150,24.064,47,10,AODV,7.5,15
151,15.872,31,10,AODV,7.5,15
152,14.848,29,10,AODV,7.5,15
153,15.36,30,10,AODV,7.5,15
154,13.312,26,10,AODV,7.5,15
155,10.24,20,10,AODV,7.5,15
156,15.872,31,10,AODV,7.5,15
157,14.848,29,10,AODV,7.5,15
158,16.384,32,10,AODV,7.5,15
159,15.872,31,10,AODV,7.5,15
160,15.36,30,10,AODV,7.5,15
161,15.872,31,10,AODV,7.5,15
162,11.264,22,10,AODV,7.5,15
163,14.336,28,10,AODV,7.5,15
164,14.336,28,10,AODV,7.5,15
165,12.8,25,10,AODV,7.5,15
166,16.384,32,10,AODV,7.5,15
167,15.872,31,10,AODV,7.5,15
168,14.848,29,10,AODV,7.5,15
169,14.848,29,10,AODV,7.5,15
170,13.312,26,10,AODV,7.5,15
171,10.752,21,10,AODV,7.5,15
172,15.36,30,10,AODV,7.5,15
173,4.096,8,10,AODV,7.5,15
174,4.096,8,10,AODV,7.5,15
175,4.096,8,10,AODV,7.5,15
176,2.048,4,10,AODV,7.5,15
177,2.048,4,10,AODV,7.5,15
178,2.048,4,10,AODV,7.5,15
179,3.584,7,10,AODV,7.5,15
180,3.584,7,10,AODV,7.5,15
181,2.56,5,10,AODV,7.5,15
182,2.048,4,10,AODV,7.5,15
183,2.048,4,10,AODV,7.5,15
184,1.536,3,10,AODV,7.5,15
185,2.048,4,10,AODV,7.5,15
186,1.024,2,10,AODV,7.5,15
187,11.264,22,10,AODV,7.5,15
188,5.12,10,10,AODV,7.5,15
189,4.096,8,10,AODV,7.5,15
190,4.096,8,10,AODV,7.5,15
191,7.68,15,10,AODV,7.5,15
192,18.944,37,10,AODV,7.5,15
193,10.24,20,10,AODV,7.5,15
194,10.24,20,10,AODV,7.5,15
195,9.728,19,10,AODV,7.5,15
196,10.24,20,10,AODV,7.5,15
197,8.704,17,10,AODV,7.5,15
198,7.168,14,10,AODV,7.5,15
199,8.704,17,10,AODV,7.5,15
