SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,NodeSpeed
98,0,0,10,AODV,7.5,20
99,0,0,10,AODV,7.5,20
100,0,0,10,AODV,7.5,20
101,1.024,2,10,AODV,7.5,20
102,4.096,8,10,AODV,7.5,20
103,4.096,8,10,AODV,7.5,20
104,3.584,7,10,AODV,7.5,20
105,3.584,7,10,AODV,7.5,20
106,4.096,8,10,AODV,7.5,20
107,8.192,16,10,AODV,7.5,20
108,7.68,15,10,AODV,7.5,20
109,10.24,20,10,AODV,7.5,20
110,12.288,24,10,AODV,7.5,20
111,10.752,21,10,AODV,7.5,20
112,11.776,23,10,AODV,7.5,20
113,11.264,22,10,AODV,7.5,20
114,17.408,34,10,AODV,7.5,20
115,13.824,27,10,AODV,7.5,20
116,10.752,21,10,AODV,7.5,20
117,16.384,32,10,AODV,7.5,20
118,11.776,23,10,AODV,7.5,20
119,14.848,29,10,AODV,7.5,20
120,14.848,29,10,AODV,7.5,20
121,15.36,30,10,AODV,7.5,20
122,11.264,22,10,AODV,7.5,20
123,14.848,29,10,AODV,7.5,20
124,12.288,24,10,AODV,7.5,20
125,14.336,28,10,AODV,7.5,20
126,14.336,28,10,AODV,7.5,20
127,16.896,33,10,AODV,7.5,20
128,13.824,27,10,AODV,7.5,20
129,10.24,20,10,AODV,7.5,20
130,2.048,4,10,AODV,7.5,20
131,2.048,4,10,AODV,7.5,20
132,2.048,4,10,AODV,7.5,20
133,4.096,8,10,AODV,7.5,20
134,3.584,7,10,AODV,7.5,20
135,3.584,7,10,AODV,7.5,20
136,2.56,5,10,AODV,7.5,20
137,2.048,4,10,AODV,7.5,20
138,1.536,3,10,AODV,7.5,20
139,0.512,1,10,AODV,7.5,20
140,0,0,10,AODV,7.5,20
141,13.824,27,10,AODV,7.5,20
142,3.072,6,10,AODV,7.5,20
143,13.824,27,10,AODV,7.5,20
144,7.168,14,10,AODV,7.5,20
145,7.168,14,10,AODV,7.5,20
146,6.144,12,10,AODV,7.5,20
147,11.776,23,10,AODV,7.5,20
148,6.144,12,10,AODV,7.5,20
149,5.632,11,10,AODV,7.5,20
150,6.656,13,10,AODV,7.5,20
151,9.216,18,10,AODV,7.5,20
152,11.776,23,10,AODV,7.5,20
153,7.68,15,10,AODV,7.5,20
154,9.728,19,10,AODV,7.5,20
155,13.312,26,10,AODV,7.5,20
156,7.68,15,10,AODV,7.5,20
157,7.168,14,10,AODV,7.5,20
158,6.144,12,10,AODV,7.5,20
159,6.144,12,10,AODV,7.5,20
160,7.68,15,10,AODV,7.5,20
161,11.264,22,10,AODV,7.5,20
162,9.728,19,10,AODV,7.5,20
163,8.192,16,10,AODV,7.5,20
164,11.264,22,10,AODV,7.5,20
165,10.24,20,10,AODV,7.5,20
166,6.656,13,10,AODV,7.5,20
167,5.632,11,10,AODV,7.5,20
168,4.096,8,10,AODV,7.5,20
169,4.096,8,10,AODV,7.5,20
170,4.096,8,10,AODV,7.5,20
171,4.096,8,10,AODV,7.5,20
172,4.096,8,10,AODV,7.5,20
173,4.096,8,10,AODV,7.5,20
174,4.096,8,10,AODV,7.5,20
175,4.096,8,10,AODV,7.5,20
176,4.096,8,10,AODV,7.5,20
177,4.096,8,10,AODV,7.5,20
178,4.096,8,10,AODV,7.5,20
179,4.096,8,10,AODV,7.5,20
180,7.68,15,10,AODV,7.5,20
181,6.144,12,10,AODV,7.5,20
182,5.12,10,10,AODV,7.5,20
183,6.144,12,10,AODV,7.5,20
184,10.24,20,10,AODV,7.5,20
185,6.656,13,10,AODV,7.5,20
186,6.144,12,10,AODV,7.5,20
187,6.144,12,10,AODV,7.5,20
188,5.632,11,10,AODV,7.5,20
189,6.144,12,10,AODV,7.5,20
190,6.144,12,10,AODV,7.5,20
191,17.92,35,10,AODV,7.5,20
192,7.68,15,10,AODV,7.5,20
193,6.656,13,10,AODV,7.5,20
194,6.144,12,10,AODV,7.5,20
195,6.144,12,10,AODV,7.5,20
196,5.632,11,10,AODV,7.5,20
197,5.632,11,10,AODV,7.5,20
198,5.632,11,10,AODV,7.5,20
199,7.168,14,10,AODV,7.5,20
