SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,NodeSpeed
111,19.456,38,15,DSR,7.5,10
112,24.064,47,15,DSR,7.5,10
113,15.872,31,15,DSR,7.5,10
114,11.776,23,15,DSR,7.5,10
115,13.824,27,15,DSR,7.5,10
116,15.872,31,15,DSR,7.5,10
117,15.36,30,15,DSR,7.5,10
118,14.848,29,15,DSR,7.5,10
119,15.36,30,15,DSR,7.5,10
120,14.848,29,15,DSR,7.5,10
121,13.824,27,15,DSR,7.5,10
122,15.36,30,15,DSR,7.5,10
123,13.824,27,15,DSR,7.5,10
124,16.896,33,15,DSR,7.5,10
125,17.92,35,15,DSR,7.5,10
126,18.432,36,15,DSR,7.5,10
127,14.848,29,15,DSR,7.5,10
128,13.824,27,15,DSR,7.5,10
129,13.312,26,15,DSR,7.5,10
130,15.36,30,15,DSR,7.5,10
131,16.896,33,15,DSR,7.5,10
132,16.896,33,15,DSR,7.5,10
133,16.384,32,15,DSR,7.5,10
134,13.824,27,15,DSR,7.5,10
135,9.728,19,15,DSR,7.5,10
136,11.264,22,15,DSR,7.5,10
137,9.216,18,15,DSR,7.5,10
138,9.728,19,15,DSR,7.5,10
139,9.728,19,15,DSR,7.5,10
140,8.192,16,15,DSR,7.5,10
141,7.68,15,15,DSR,7.5,10
142,7.168,14,15,DSR,7.5,10
143,6.144,12,15,DSR,7.5,10
144,6.144,12,15,DSR,7.5,10
145,6.144,12,15,DSR,7.5,10
146,6.144,12,15,DSR,7.5,10
147,6.144,12,15,DSR,7.5,10
148,6.144,12,15,DSR,7.5,10
149,6.656,13,15,DSR,7.5,10
150,8.192,16,15,DSR,7.5,10
151,8.192,16,15,DSR,7.5,10
152,8.192,16,15,DSR,7.5,10
153,7.168,14,15,DSR,7.5,10
154,7.68,15,15,DSR,7.5,10
155,6.144,12,15,DSR,7.5,10
156,6.144,12,15,DSR,7.5,10
157,4.096,8,15,DSR,7.5,10
158,6.656,13,15,DSR,7.5,10
159,4.608,9,15,DSR,7.5,10
160,4.608,9,15,DSR,7.5,10
161,2.56,5,15,DSR,7.5,10
162,7.168,14,15,DSR,7.5,10
163,4.096,8,15,DSR,7.5,10
164,6.144,12,15,DSR,7.5,10
165,6.144,12,15,DSR,7.5,10
166,6.144,12,15,DSR,7.5,10
167,8.704,17,15,DSR,7.5,10
168,5.12,10,15,DSR,7.5,10
169,4.096,8,15,DSR,7.5,10
170,6.656,13,15,DSR,7.5,10
171,7.168,14,15,DSR,7.5,10
172,6.144,12,15,DSR,7.5,10
173,6.144,12,15,DSR,7.5,10
174,6.144,12,15,DSR,7.5,10
175,6.144,12,15,DSR,7.5,10
176,6.144,12,15,DSR,7.5,10
177,6.144,12,15,DSR,7.5,10
178,6.144,12,15,DSR,7.5,10
179,6.144,12,15,DSR,7.5,10
180,5.12,10,15,DSR,7.5,10
181,6.656,13,15,DSR,7.5,10
182,4.608,9,15,DSR,7.5,10
183,6.144,12,15,DSR,7.5,10
184,4.608,9,15,DSR,7.5,10
185,4.096,8,15,DSR,7.5,10
186,5.632,11,15,DSR,7.5,10
187,6.144,12,15,DSR,7.5,10
188,6.144,12,15,DSR,7.5,10
189,6.144,12,15,DSR,7.5,10
190,6.144,12,15,DSR,7.5,10
191,5.632,11,15,DSR,7.5,10
192,6.656,13,15,DSR,7.5,10
193,6.656,13,15,DSR,7.5,10
194,6.144,12,15,DSR,7.5,10
195,6.144,12,15,DSR,7.5,10
196,4.096,8,15,DSR,7.5,10
197,3.584,7,15,DSR,7.5,10
198,6.144,12,15,DSR,7.5,10
199,8.192,16,15,DSR,7.5,10
