time	V(out)	V(n003)
7.869361254023194e-002	9.978126e-001	-1.995963e-002
7.888892504023193e-002	8.561988e-001	-1.712658e-002
7.908423754023192e-002	7.105849e-001	-1.421351e-002
7.927955004023191e-002	5.609710e-001	-1.122043e-002
7.957251879023189e-002	3.347443e-001	-6.694693e-003
7.986548754023187e-002	1.056841e-001	-2.112288e-003
7.993524200451758e-002	5.087545e-002	-1.015832e-003
8.000499646880330e-002	-3.891893e-003	7.979865e-005
8.007475093308901e-002	-5.861798e-002	1.174602e-003
8.014450539737471e-002	-1.133028e-001	2.268580e-003
8.021425986166042e-002	-1.679464e-001	3.361731e-003
8.028401432594613e-002	-2.225487e-001	4.454056e-003
8.035376879023184e-002	-2.771097e-001	5.545554e-003
8.064673754023183e-002	-5.042337e-001	1.008918e-002
8.093970629023181e-002	-7.270893e-001	1.454739e-002
8.123267504023179e-002	-9.437900e-001	1.888246e-002
8.152564379023178e-002	-1.152501e+000	2.305769e-002
8.181861254023176e-002	-1.351457e+000	2.703773e-002
8.206972861166031e-002	-1.515046e+000	3.031027e-002
8.232084468308888e-002	-1.667059e+000	3.335123e-002
8.257196075451743e-002	-1.807498e+000	3.616062e-002
8.282307682594599e-002	-1.936361e+000	3.873844e-002
8.307419289737454e-002	-2.053649e+000	4.108468e-002
8.332530896880311e-002	-2.159362e+000	4.319935e-002
8.357642504023166e-002	-2.253499e+000	4.508244e-002
8.365140462174522e-002	-2.278433e+000	4.557984e-002
8.372638420325877e-002	-2.302037e+000	4.605134e-002
8.380136378477233e-002	-2.324310e+000	4.649694e-002
8.387634336628588e-002	-2.345254e+000	4.691663e-002
8.395132294779945e-002	-2.364868e+000	4.731042e-002
8.402630252931299e-002	-2.383151e+000	4.767831e-002
8.410128211082656e-002	-2.400105e+000	4.802030e-002
8.415210597241410e-002	-2.408072e+000	4.823669e-002
8.420292983400163e-002	-2.415236e+000	4.844067e-002
8.425375369558917e-002	-2.421598e+000	4.863223e-002
8.430457755717670e-002	-2.427158e+000	4.881139e-002
8.435540141876424e-002	-2.431915e+000	4.897813e-002
8.440622528035177e-002	-2.435870e+000	4.913246e-002
8.445704914193931e-002	-2.439023e+000	4.927438e-002
8.465236164193930e-002	-2.449228e+000	4.970210e-002
8.475001789193930e-002	-2.452451e+000	4.984589e-002
8.484767414193929e-002	-2.454552e+000	4.994276e-002
8.494533039193929e-002	-2.455605e+000	4.999262e-002
8.504298664193928e-002	-2.455661e+000	4.999544e-002
8.514064289193928e-002	-2.454720e+000	4.995120e-002
8.523829914193927e-002	-2.452756e+000	4.985995e-002
8.543361164193926e-002	-2.445422e+000	4.953680e-002
8.572658039193924e-002	-2.423309e+000	4.870306e-002
8.586503271309122e-002	-2.405873e+000	4.816502e-002
8.589225490535986e-002	-2.401023e+000	4.804846e-002
8.591947709762850e-002	-2.395782e+000	4.792841e-002
8.594669928989714e-002	-2.390150e+000	4.780486e-002
8.597392148216576e-002	-2.384126e+000	4.767783e-002
8.600114367443440e-002	-2.377712e+000	4.754730e-002
8.602836586670304e-002	-2.370906e+000	4.741328e-002
8.605558805897168e-002	-2.363709e+000	4.727576e-002
8.632081820573888e-002	-2.285585e+000	4.571716e-002
8.658604835250608e-002	-2.193533e+000	4.387895e-002
8.685127849927328e-002	-2.087555e+000	4.176113e-002
8.711650864604047e-002	-1.967649e+000	3.936370e-002
8.738173879280767e-002	-1.833816e+000	3.668665e-002
8.764696893957487e-002	-1.686056e+000	3.372999e-002
8.791219908634207e-002	-1.524369e+000	3.049372e-002
8.810751158634206e-002	-1.398760e+000	2.798082e-002
8.830282408634205e-002	-1.269151e+000	2.538790e-002
8.849813658634204e-002	-1.135541e+000	2.271495e-002
8.869344908634202e-002	-9.979303e-001	1.996198e-002
8.888876158634201e-002	-8.563194e-001	1.712899e-002
8.908407408634200e-002	-7.107080e-001	1.421597e-002
8.927938658634199e-002	-5.610960e-001	1.122293e-002
8.957235533634197e-002	-3.348715e-001	6.697237e-003
8.986532408634196e-002	-1.058123e-001	2.114853e-003
8.993507855062767e-002	-5.100377e-002	1.018398e-003
9.000483301491338e-002	3.763550e-003	-7.723116e-005
9.007458747919910e-002	5.848968e-002	-1.172036e-003
9.014434194348479e-002	1.131746e-001	-2.266015e-003
9.021409640777051e-002	1.678183e-001	-3.359169e-003
9.028385087205622e-002	2.224209e-001	-4.451498e-003
9.035360533634193e-002	2.769822e-001	-5.543002e-003
9.064657408634191e-002	5.041080e-001	-1.008666e-002
9.093954283634190e-002	7.269665e-001	-1.454494e-002
9.123251158634188e-002	9.436711e-001	-1.888009e-002
9.152548033634186e-002	1.152387e+000	-2.305541e-002
9.181844908634185e-002	1.351349e+000	-2.703557e-002
9.206956515777040e-002	1.514944e+000	-3.030823e-002
9.232068122919897e-002	1.666964e+000	-3.334932e-002
9.257179730062752e-002	1.807409e+000	-3.615885e-002
9.282291337205607e-002	1.936280e+000	-3.873681e-002
9.307402944348463e-002	2.053576e+000	-4.108321e-002
9.332514551491319e-002	2.159297e+000	-4.319805e-002
9.357626158634175e-002	2.253443e+000	-4.508133e-002
9.365122356732787e-002	2.278372e+000	-4.557867e-002
9.372618554831398e-002	2.301973e+000	-4.605012e-002
9.380114752930011e-002	2.324246e+000	-4.649569e-002
9.387610951028623e-002	2.345190e+000	-4.691536e-002
9.395107149127235e-002	2.364806e+000	-4.730914e-002
9.402603347225846e-002	2.383093e+000	-4.767704e-002
9.410099545324459e-002	2.400053e+000	-4.801904e-002
9.415171089709944e-002	2.408013e+000	-4.823505e-002
9.420242634095428e-002	2.415172e+000	-4.843870e-002
9.425314178480913e-002	2.421530e+000	-4.863000e-002
9.430385722866400e-002	2.427087e+000	-4.880893e-002
9.435457267251884e-002	2.431843e+000	-4.897551e-002
9.440528811637369e-002	2.435798e+000	-4.912973e-002
9.445600356022854e-002	2.438952e+000	-4.927159e-002
9.465131606022853e-002	2.449188e+000	-4.970031e-002
9.474897231022852e-002	2.452423e+000	-4.984460e-002
9.484662856022852e-002	2.454535e+000	-4.994197e-002
9.494428481022851e-002	2.455599e+000	-4.999234e-002
9.504194106022851e-002	2.455666e+000	-4.999566e-002
9.513959731022850e-002	2.454735e+000	-4.995193e-002
9.523725356022850e-002	2.452783e+000	-4.986118e-002
9.543256606022849e-002	2.445475e+000	-4.953903e-002
9.572553481022847e-002	2.423422e+000	-4.870677e-002
9.586450603744377e-002	2.405955e+000	-4.816724e-002
9.588855603659699e-002	2.401779e+000	-4.806451e-002
9.591260603575021e-002	2.397254e+000	-4.795905e-002
9.593665603490342e-002	2.392381e+000	-4.785086e-002
9.596070603405664e-002	2.387160e+000	-4.773994e-002
9.598475603320986e-002	2.381591e+000	-4.762629e-002
9.600880603236307e-002	2.375673e+000	-4.750992e-002
9.603285603151629e-002	2.369407e+000	-4.739081e-002
9.629236165264984e-002	2.294630e+000	-4.589873e-002
9.655186727378338e-002	2.206385e+000	-4.413632e-002
9.681137289491694e-002	2.104673e+000	-4.210360e-002
9.707087851605048e-002	1.989493e+000	-3.980057e-002
9.733038413718403e-002	1.860846e+000	-3.722721e-002
9.758988975831758e-002	1.718731e+000	-3.438354e-002
9.784939537945113e-002	1.563149e+000	-3.126954e-002
9.805865877230827e-002	1.430080e+000	-2.860741e-002
9.826792216516539e-002	1.292380e+000	-2.585261e-002
9.847718555802253e-002	1.150047e+000	-2.300516e-002
9.868644895087965e-002	1.003082e+000	-2.006505e-002
9.889571234373679e-002	8.514854e-001	-1.703228e-002
9.910497573659391e-002	6.952564e-001	-1.390686e-002
9.931423912945105e-002	5.343953e-001	-1.068877e-002
9.960720787945103e-002	3.077327e-001	-6.154317e-003
9.999783287945101e-002	1.798902e-003	-3.404105e-005
1.000000000000000e-001	9.700976e-005	1.164033e-016
