1,433658
2,384050
3,308607
4,293592
5,301984
6,257302
7,258128
8,275716
9,241357
10,243123
11,260595
12,229896
13,235630
14,255534
15,226448
16,230925
17,250102
18,220901
19,226681
20,247148
21,219224
22,225555
23,243934
24,216488
25,222354
26,242858
27,215850
28,221796
29,240707
30,213623
31,219338
32,239199
33,213179
34,219598
35,238710
36,210932
37,216798
38,236430
39,210060
40,216092
41,235266
42,207928
43,213257
44,233215
45,207497
46,214346
47,233668
48,206672
49,211690
50,231616
51,205524
52,212264
53,231711
54,204701
55,210051
56,229268
57,204386
58,211026
59,230870
60,204302
61,209603
62,228750
63,204291
64,210747
65,229954
66,203336
67,208529
68,227594
69,202791
70,209368
71,229040
72,202942
73,207979
74,226757
75,202505
76,208857
77,227799
78,201534
79,206514
80,225715
81,200960
82,207679
83,227110
84,201164
85,206261
86,225014
87,200535
88,207415
89,226382
90,200374
91,205337
92,224138
93,200159
94,206258
95,225955
96,200076
97,205725
98,223458
99,199380
100,205880
101,225261
102,199450
103,204448
104,222320
105,198770
106,204636
107,224680
108,199131
109,204418
110,222264
111,197612
112,204483
113,223504
114,197881
115,202491
116,220317
117,196401
118,203252
119,222537
120,197244
121,202033
122,219923
123,195795
124,202336
125,221992
126,196471
127,201401
128,219069
129,195195
130,202255
131,221334
132,196477
133,201399
134,219225
135,194936
136,201856
137,220895
138,195760
139,200662
140,217934
141,194553
142,201296
143,220422
144,196079
145,200857
146,218636
147,194360
148,201306
149,220567
150,196116
151,201286
152,218446
153,194333
154,201285
155,220231
156,196161
157,200991
158,218601
159,194295
160,201137
161,220413
162,195879
163,201018
164,218403
165,194146
166,201373
167,219805
168,195597
169,201118
170,218119
171,193984
172,200776
173,219764
174,195579
175,200880
176,218000
177,193971
178,200977
179,219417
180,195654
181,201218
182,218005
183,193477
184,200042
185,218713
186,194766
187,201321
188,218583
189,194211
190,201119
191,219479
192,195701
193,201440
194,218860
195,194011
196,200026
197,219059
198,194401
199,200491
200,218429
201,193845
202,200220
203,218743
204,194318
205,200103
206,218113
207,193696
208,199407
209,218243
210,193799
211,200102
212,218373
213,193936
214,199879
215,218119
216,193953
217,199956
218,217346
219,193389
220,198726
221,217520
222,193698
223,199567
224,218149
225,193827
226,199552
227,216995
228,193430
229,198950
230,217676
231,193257
232,198696
233,216170
234,192678
235,199002
236,217066
237,193412
238,198702
239,215594
240,192143
241,198550
242,217010
243,192964
244,198427
245,215159
246,192248
247,197994
248,216343
249,192471
