1,266715
2,173467
3,220070
4,86418
5,126615
6,123281
7,127068
8,109379
9,109820
10,115872
11,101422
12,102322
13,108984
14,95987
15,98017
16,104919
17,92927
18,94838
19,101907
20,90536
21,93069
22,100387
23,89198
24,91526
25,98404
26,87882
27,90438
28,97596
29,87106
30,89585
31,96553
32,86251
33,88990
34,96224
35,85996
36,88513
37,95483
38,85430
39,88200
40,95633
41,85314
42,87773
43,94899
44,84791
45,87626
46,94994
47,84848
48,87286
49,94436
50,84376
51,87266
52,94491
53,84457
54,86945
55,94174
56,84041
57,86943
58,94358
59,84359
60,86797
61,93933
62,83945
63,86775
64,93833
65,84214
66,86638
67,93649
68,83729
69,86471
70,93698
71,83813
72,86406
73,93394
74,83394
75,86203
76,93473
77,83683
78,86219
79,93366
80,83309
81,86176
82,93449
83,83740
84,86169
85,93301
86,83360
87,86018
88,93385
89,83359
90,86190
91,92959
92,83151
93,85913
94,93156
95,83349
96,85930
97,92963
98,82929
99,85886
100,92929
101,83166
102,85808
103,92765
104,82917
105,85687
106,92909
107,82967
108,85803
109,92523
110,82759
111,85536
112,92751
113,82870
114,85461
115,92674
116,82543
117,85234
118,92718
119,82850
120,85509
121,92295
122,82733
123,85303
124,92529
125,82976
126,85389
127,92599
128,82653
129,85426
130,92383
131,82903
132,85516
133,92312
134,82498
135,85141
136,92184
137,82665
138,85265
139,92055
140,82130
141,84979
142,91925
143,82385
144,84994
145,91909
146,82112
147,84771
148,91970
149,82303
150,84828
151,91928
152,81986
153,84784
154,91811
155,82231
156,84790
157,91819
158,82019
159,84666
160,91718
161,82149
162,84643
163,91657
164,81951
165,84614
166,91699
167,82100
168,84805
169,91768
170,81967
171,84531
172,91742
173,82027
174,84761
175,91697
176,81885
177,84500
178,91758
179,81961
180,84606
181,91679
182,81925
183,84368
184,91487
185,81932
186,84419
187,91450
188,81694
189,84291
190,91447
191,81650
192,84421
193,91303
194,81677
195,84228
196,91386
197,81691
198,84374
199,91235
200,81659
201,84255
202,91217
203,81560
204,84310
205,91334
206,81543
207,84301
208,91083
209,81462
210,84263
211,91185
212,81440
213,84096
214,91075
215,81489
216,84030
217,91199
218,81495
219,84118
220,91027
221,81410
222,84110
223,91074
224,81612
225,84052
226,90993
227,81615
228,84155
229,91249
230,81587
231,84285
232,91247
233,81469
234,84185
235,91413
236,81437
237,84199
238,91096
239,81563
240,84200
241,91229
242,81549
243,84255
244,91253
245,81538
246,84197
247,91069
248,81537
249,84104
