1,247991
2,185045
3,174282
4,148389
5,152498
6,166596
7,153004
8,161788
9,169239
10,143272
11,141139
12,145844
13,124429
14,123370
15,129312
16,112499
17,112993
18,119358
19,104658
20,106276
21,113431
22,99797
23,102008
24,109937
25,98040
26,100823
27,108697
28,97150
29,100368
30,108205
31,96316
32,99175
33,106864
34,94808
35,97177
36,104930
37,93686
38,96305
39,103740
40,92294
41,94696
42,102079
43,90577
44,92984
45,100353
46,89374
47,91878
48,99584
49,89484
50,92640
51,100632
52,90332
53,93355
54,101425
55,90445
56,93041
57,100237
58,89374
59,91831
60,98961
61,88524
62,91418
63,98829
64,88458
65,91262
66,98999
67,88478
68,91178
69,98641
70,88002
71,90937
72,98351
73,88025
74,91109
75,99178
76,154057
77,26146
78,99571
79,89221
80,91847
81,99368
82,88679
83,91501
84,98969
85,88290
86,90867
87,98534
88,88302
89,90772
90,98271
91,88033
92,90732
93,98207
94,87618
95,90594
96,98220
97,87782
98,90889
99,99233
100,88855
101,91892
102,99509
103,89381
104,92357
105,99551
106,88795
107,91367
108,98907
109,87945
110,90628
111,98212
112,87934
113,90540
114,97885
115,87550
116,90389
117,97917
118,87317
119,90117
120,97782
121,87395
122,90206
123,98225
124,88303
125,91239
126,98909
127,88479
128,91330
129,98724
130,87781
131,90241
132,97666
133,87062
134,89598
135,97131
136,86832
137,89949
138,97196
139,86829
140,89806
141,97325
142,86963
143,89692
144,97356
145,87466
146,90237
147,97957
148,87948
149,90947
150,98440
151,88059
152,90479
153,97633
154,87132
155,89727
156,96876
157,86565
158,89146
159,96474
160,86348
161,89232
162,96786
163,86523
164,89217
165,96996
166,86870
167,89653
168,97558
169,87713
170,90937
171,98785
172,88791
173,91747
174,99953
175,89124
176,91391
177,98544
178,87754
179,90198
180,97492
181,86562
182,89525
183,97041
184,86851
185,89900
186,97949
187,87785
188,90687
189,98233
190,88099
191,91219
192,98534
193,88073
194,90532
195,98103
196,87462
197,90055
198,97354
199,86923
200,89273
201,96224
202,85985
203,88727
204,96061
205,85683
206,88664
207,96650
208,86487
209,89621
210,97654
211,88023
212,91113
213,98459
214,88146
215,91392
216,98886
217,88399
218,90938
219,98665
220,88036
221,90697
222,97853
223,87645
224,90191
225,97180
226,86599
227,89352
228,96935
229,86691
230,89863
231,97921
232,88204
233,91572
234,99646
235,89509
236,92637
237,100431
238,89570
239,92572
240,99944
241,89341
242,91997
243,99329
244,88566
245,91404
246,98505
247,87770
248,90305
249,97370
