1,450472
2,383154
3,319715
4,373036
5,471711
6,365972
7,322767
8,320442
9,268302
10,273013
11,302741
12,269713
13,275958
14,302113
15,267756
16,275028
17,291329
18,252527
19,260596
20,286379
21,246820
22,248706
23,269225
24,238378
25,244847
26,268532
27,241952
28,254407
29,275524
30,237620
31,243285
32,271307
33,240356
34,243536
35,264597
36,234443
37,245115
38,270761
39,243849
40,255597
41,281415
42,241649
43,245178
44,270879
45,244477
46,250332
47,271069
48,236536
49,245216
50,269942
51,239639
52,248671
53,277682
54,244018
55,245754
56,267748
57,240851
58,249621
59,270335
60,235815
61,244320
62,274140
63,245210
64,253593
65,280454
66,245356
67,244874
68,263486
69,235296
70,244571
71,266018
72,230313
73,235688
74,262984
75,237077
76,243289
77,266747
78,236651
79,240431
80,259555
81,233845
82,246847
83,269107
84,231397
85,237311
86,267750
87,242341
88,247349
89,267494
90,236795
91,243571
92,261344
93,233018
94,245551
95,268977
96,230138
97,232219
98,259167
99,239059
100,249142
101,269715
102,236314
103,243410
104,261191
105,229191
106,240852
107,268438
108,233712
109,236102
110,260919
111,240019
112,249340
113,266126
114,232499
115,240756
116,263169
117,232375
118,243199
119,270862
120,236921
121,239559
122,263641
123,241766
124,255038
125,272126
126,233572
127,242122
128,270551
129,237377
130,245562
131,273540
132,240623
133,242614
134,261991
135,233639
136,247673
137,270085
138,234115
139,242184
140,272116
141,242939
142,250433
143,275668
144,244293
145,250131
146,270325
147,237889
148,246791
149,272879
150,241299
151,250469
152,279193
153,248321
154,251555
155,273048
156,246364
157,260080
158,280429
159,243970
160,250406
161,280484
162,247550
163,253513
164,277153
165,247200
166,250637
167,267666
168,236383
169,250222
170,278945
171,247882
172,257797
173,286876
174,253478
175,255845
176,276109
177,244014
178,251567
179,271025
180,239363
181,252167
182,280299
183,243910
184,249557
185,276586
186,248374
187,252148
188,268839
189,238568
190,250322
191,271364
192,237366
193,247809
194,279692
195,248309
196,253873
197,280431
198,253809
199,256364
200,269207
201,236820
202,249500
203,274616
204,236293
205,243378
206,273056
207,247238
208,249976
209,271650
210,243608
211,254408
212,270237
213,232499
214,242693
215,272548
216,237502
217,242363
218,272519
219,248393
220,253334
221,269788
222,238350
223,250780
224,271166
225,232743
226,238814
227,263009
228,229705
229,234981
230,262322
231,238166
232,247349
233,265655
234,231384
235,239393
236,265058
237,233357
238,241325
239,267263
240,237365
241,244329
242,271323
243,246850
244,257057
245,270894
246,230861
247,236603
248,260694
249,230138
