Sample-#, CA-V, CA-I, CB-V, CB-I ,scaled,change,,,,
0.00064,0.999488354,-29.2791836,2.488314867,0.082138395,0.496104955666667,7.79630000002918E-05,,,,
0.00065,0.999488354,-29.38797884,2.488314867,0.066525114,0.496104955666667,0,,,,
0.00066,0.999488354,-29.42683548,2.488236904,-0.01154132,0.496078968,-7.79630000002918E-05,,,,
0.00067,0.999566495,-29.38020788,2.488314867,0.160469397,0.496104955666667,7.79630000002918E-05,,,,
0.00068,0.999488354,-29.38797884,2.488314867,-0.01154132,0.496104955666667,0,,,,
0.00069,0.999488354,-29.38020788,2.488236904,0.168288927,0.496078968,-7.79630000002918E-05,,,,
0.0007,0.999488354,-29.37243693,2.488314867,0.035298537,0.496104955666667,7.79630000002918E-05,,,,
0.00071,0.999488354,-29.38020788,2.488314867,0.191431405,0.496104955666667,0,,,,
0.00072,0.999566495,-29.40352261,2.488314867,0.21485133,0.496104955666667,0,,,,
0.00073,0.999488354,-29.41129357,2.488314867,0.035298537,0.496104955666667,0,,,,
0.00074,0.999488354,-29.38797884,2.488236904,0.074331758,0.496078968,-7.79630000002918E-05,,,,
0.00075,0.999488354,-29.43460643,2.488314867,0.089945039,0.496104955666667,7.79630000002918E-05,,,,
0.00076,0.999488354,-29.47346121,2.488314867,0.066525114,0.496104955666667,0,,,,
0.00077,0.999488354,-29.42683548,2.48839283,0.043105181,0.496130943333333,7.79629999998477E-05,,,,
0.00078,0.999410152,-29.44237739,2.488236904,0.050911825,0.496078968,-0.000155926000000139,,,,
0.00079,0.999566495,-29.34912406,2.488314867,0.027491895,0.496104955666667,7.79630000002918E-05,,,,
0.0008,0.999410152,-29.2791836,2.488158703,0.105558327,0.496052901,-0.000156164000000292,,,,
0.00081,0.999488354,-29.37243693,2.488314867,0.050911825,0.496104955666667,0.000156164000000292,,,,
0.00082,0.999488354,-29.45014834,2.488471031,0.035298537,0.496157010333333,0.000156163999999848,,,,
0.00083,0.999488354,-29.30249646,2.488471031,0.011878609,0.496157010333333,0,,,,
0.00084,0.999566495,-29.41906452,2.488471031,0.004071966,0.496157010333333,0,,,,
0.00085,0.999410152,-29.43460643,2.488471031,0.019685252,0.496157010333333,0,,,,
0.00086,0.999488354,-29.41906452,2.488314867,0.097751683,0.496104955666667,-0.000156163999999848,,,,
0.00087,0.999410152,-29.31026742,2.488314867,0.074331758,0.496104955666667,0,,,,
0.00088,0.999410152,-29.37243693,2.488236904,0.128978252,0.496078968,-7.79630000002918E-05,,,,
0.00089,0.999410152,-29.34912406,2.488314867,0.074331758,0.496104955666667,7.79630000002918E-05,,,,
0.0009,0.999410152,-29.38020788,2.48839283,0.238271256,0.496130943333333,7.79629999998477E-05,,,,
0.00091,0.999488354,-29.38020788,2.488548994,0.175818117,0.496182998,0.000156163999999848,,,,
0.00092,0.999410152,-29.35689501,2.48839283,0.152398192,0.496130943333333,-0.000156163999999848,,,,
0.00093,0.999488354,-29.41129357,2.48839283,0.027491895,0.496130943333333,0,,,,
0.00094,0.999488354,-29.31026742,2.48839283,0.136784904,0.496130943333333,0,,,,
0.00095,0.999488354,-29.34912406,2.488314867,0.050911825,0.496104955666667,-7.79629999998477E-05,,,,
0.00096,0.999410152,-29.36466597,2.488236904,0.05871847,0.496078968,-7.79630000002918E-05,,,,
0.00097,0.999410152,-29.47346121,2.48808074,0.113364971,0.496026913333333,-0.000156163999999848,,,,
0.00098,0.999410152,-29.47346121,2.488236904,-0.01154132,0.496078968,0.000156163999999848,,,,
0.00099,0.999410152,-29.41129357,2.488236904,0.097913115,0.496078968,0,,,,
0.001,0.999566495,-29.37243693,2.48839283,0.14459154,0.496130943333333,0.000155926000000139,,,,
0.00101,0.999410152,-29.25587073,2.48839283,-0.027154607,0.496130943333333,0,,,,
0.00102,0.999410152,-29.42683548,2.488314867,0.066634973,0.496104955666667,-7.79629999998477E-05,,,,
0.00103,0.999488354,-29.31804024,2.488236904,0.05871847,0.496078968,-7.79630000002918E-05,,,,
0.00104,0.999410152,-29.41906452,2.488236904,0.066525114,0.496078968,0,,,,
0.00105,0.999488354,-29.59780023,2.48808074,0.043105181,0.496026913333333,-0.000156163999999848,,,,
0.00106,0.999488354,-29.37243693,2.488236904,0.066525114,0.496078968,0.000156163999999848,,,,
0.00107,0.999488354,-29.41906452,2.488158703,0.043105181,0.496052901,-0.000078201,,,,
0.00108,0.999566495,-29.3413531,2.488236904,0.199238042,0.496078968,0.000078201,,,,
0.00109,0.999488354,-29.41129357,2.488236904,0.019685252,0.496078968,0,,,,
0.0011,0.999488354,-29.34912406,2.48839283,0.05871847,0.496130943333333,0.000155926000000139,,,,
0.00111,0.999488354,-29.38797884,2.48839283,0.019685252,0.496130943333333,0,,,,
0.00112,0.999488354,-29.42683548,2.48839283,0.191431405,0.496130943333333,0,,,,
0.00113,0.999410152,-29.36466597,2.48839283,0.074331758,0.496130943333333,0,,,,
0.00114,0.999566495,-29.31026742,2.488158703,0.089945039,0.496052901,-0.000234127000000139,,,,
0.00115,0.999488354,-29.41129357,2.48808074,0.105558327,0.496026913333333,-7.79629999998477E-05,,,,
0.00116,0.999488354,-29.40352261,2.48808074,0.004071966,0.496026913333333,0,,,,
0.00117,0.999488354,-29.46569026,2.488314867,0.097751683,0.496104955666667,0.000234127000000139,,,,
0.00118,0.999488354,-29.28695455,2.488471031,0.121171615,0.496157010333333,0.000156163999999848,,,,
0.00119,0.999488354,-29.30249646,2.488471031,0.05871847,0.496157010333333,0,,,,
0.0012,0.999488354,-29.41129357,2.48839283,0.16801148,0.496130943333333,-0.000078201,,,,
0.00121,0.999410152,-29.37243693,2.488158703,0.05871847,0.496052901,-0.000234127000000139,,,,
0.00122,0.999566495,-29.45014834,2.488158703,0.035298537,0.496052901,0,,,,
0.00123,0.999410152,-29.32581119,2.488158703,0.035298537,0.496052901,0,,,,
0.00124,0.999488354,-29.54340167,2.488236904,0.05871847,0.496078968,0.000078201,,,,
0.00125,0.999488354,-29.28695455,2.488314867,0.16801148,0.496104955666667,7.79630000002918E-05,,,,
0.00126,0.999410152,-29.42683548,2.488314867,0.050911825,0.496104955666667,0,,,,
0.00127,0.999488354,-29.32581119,2.488236904,-0.01154132,0.496078968,-7.79630000002918E-05,,,,
0.00128,0.999488354,-29.40352261,2.488158703,0.08227404,0.496052901,-0.000078201,,,,
0.00129,0.999488354,-29.34912406,2.488236904,0.050911825,0.496078968,0.000078201,,,,
0.0013,0.999410152,-29.42683548,2.488158703,0.074331758,0.496052901,-0.000078201,,,,
0.00131,0.999566495,-29.3413531,2.488236904,0.066525114,0.496078968,0.000078201,,,,
0.00132,0.999488354,-29.3413531,2.48839283,0.050911825,0.496130943333333,0.000155926000000139,,,,
0.00133,0.999566495,-29.28695455,2.488314867,0.14459154,0.496104955666667,-7.79629999998477E-05,,,,
0.00134,0.999644697,-29.44237739,2.48839283,0.066525114,0.496130943333333,7.79629999998477E-05,,,,
0.00135,0.999410152,-29.41906452,2.488314867,0.082138395,0.496104955666667,-7.79629999998477E-05,,,,
0.00136,0.999566495,-29.43460643,2.48839283,0.14459154,0.496130943333333,7.79629999998477E-05,,,,
0.00137,0.999488354,-29.40352261,2.48839283,0.074331758,0.496130943333333,0,,,,
0.00138,0.999410152,-29.37243693,2.488158703,0.089945039,0.496052901,-0.000234127000000139,,,,
0.00139,0.999488354,-29.38797884,2.488236904,0.066525114,0.496078968,0.000078201,,,,
0.0014,0.999488354,-29.41906452,2.488158703,0.089945039,0.496052901,-0.000078201,,,,
0.00141,0.999488354,-29.38020788,2.488314867,0.019685252,0.496104955666667,0.000156164000000292,,,,
0.00142,0.999410152,-29.41906452,2.488314867,0.199238042,0.496104955666667,0,,,,
0.00143,0.999488354,-29.36466597,2.488314867,0.019685252,0.496104955666667,0,,,,
0.00144,0.999410152,-29.40352261,2.488236904,0.082138395,0.496078968,-7.79630000002918E-05,,,,
0.00145,0.999566495,-29.41129357,2.488158703,0.136784904,0.496052901,-0.000078201,,,,
0.00146,0.999566495,-29.51231785,2.488158703,0.050911825,0.496052901,0,,,,
0.00147,0.999410152,-29.41129357,2.488158703,0.074331758,0.496052901,0,,,,
0.00148,0.999488354,-29.41906452,2.488236904,0.121171615,0.496078968,0.000078201,,,,
0.00149,0.999332011,-29.42683548,2.48839283,0.089945039,0.496130943333333,0.000155926000000139,,,,
0.0015,0.999410152,-29.39574979,2.48839283,0.082138395,0.496130943333333,0,,,,
0.00151,0.999488354,-29.38797884,2.488314867,0.05871847,0.496104955666667,-7.79629999998477E-05,,,,
0.00152,0.999488354,-29.35689501,2.488236904,0.128978252,0.496078968,-7.79630000002918E-05,,,,
0.00153,0.999566495,-29.46569026,2.488314867,0.035298537,0.496104955666667,7.79630000002918E-05,,,,
0.00154,0.999410152,-29.33358215,2.488158703,0.050911825,0.496052901,-0.000156164000000292,,,,
0.00155,0.999566495,-29.41906452,2.488236904,0.082138395,0.496078968,0.000078201,,,,
0.00156,0.999488354,-29.38020788,2.488236904,0.082138395,0.496078968,0,,,,
0.00157,0.999488354,-29.44237739,2.488236904,-0.019347965,0.496078968,0,,,,
0.00158,0.999410152,-29.38797884,2.48839283,0.137010793,0.496130943333333,0.000155926000000139,,,,
0.00159,0.999410152,-29.38797884,2.488471031,0.121171615,0.496157010333333,0.000078201,,,,
0.0016,0.999566495,-29.43460643,2.488314867,0.074331758,0.496104955666667,-0.000156163999999848,,,,
0.00161,0.999410152,-29.36466597,2.488158703,0.027491895,0.496052901,-0.000156164000000292,,,,
0.00162,0.999566495,-29.37243693,2.488002539,0.089945039,0.496000846333333,-0.000156163999999848,,,,
0.00163,0.999488354,-29.36466597,2.488158703,0.136784904,0.496052901,0.000156163999999848,,,,
0.00164,0.999566495,-29.52008881,2.488314867,-0.042767893,0.496104955666667,0.000156164000000292,,,,
0.00165,0.999488354,-29.40352261,2.488471031,0.090093577,0.496157010333333,0.000156163999999848,,,,
0.00166,0.999410152,-29.34912406,2.488471031,0.097751683,0.496157010333333,0,,,,
0.00167,0.999488354,-29.44237739,2.488314867,0.128978252,0.496104955666667,-0.000156163999999848,,,,
0.00168,0.999410152,-29.41906452,2.488236904,0.089945039,0.496078968,-7.79630000002918E-05,,,,
0.00169,0.999644697,-29.33358215,2.48808074,0.089945039,0.496026913333333,-0.000156163999999848,,,,
0.0017,0.999488354,-29.43460643,2.488158703,0.113364971,0.496052901,7.79629999998477E-05,,,,
0.00171,0.999410152,-29.41129357,2.48808074,0.035298537,0.496026913333333,-7.79629999998477E-05,,,,
0.00172,0.999566495,-29.49677594,2.488158703,0.113364971,0.496052901,7.79629999998477E-05,,,,
0.00173,0.999488354,-29.25587073,2.488236904,0.082138395,0.496078968,0.000078201,,,,
0.00174,0.999566495,-29.4579193,2.488314867,-0.034961249,0.496104955666667,7.79630000002918E-05,,,,
0.00175,0.999488354,-29.24032882,2.488471031,0.137010793,0.496157010333333,0.000156163999999848,,,,
0.00176,0.999488354,-29.43460643,2.48839283,0.199238042,0.496130943333333,-0.000078201,,,,
0.00177,0.999488354,-29.36466597,2.488471031,0.082138395,0.496157010333333,0.000078201,,,,
0.00178,0.999410152,-29.41129357,2.488314867,0.089945039,0.496104955666667,-0.000156163999999848,,,,
0.00179,0.999644697,-29.43460643,2.48808074,0.043105181,0.496026913333333,-0.000234127000000139,,,,
0.0018,0.999332011,-29.44237739,2.48808074,0.128978252,0.496026913333333,0,,,,
0.00181,0.999566495,-29.41906452,2.488236904,0.105558327,0.496078968,0.000156163999999848,,,,
0.00182,0.999566495,-29.32581119,2.488236904,0.019685252,0.496078968,0,,,,
0.00183,0.999488354,-29.43460643,2.488236904,0.035298537,0.496078968,0,,,,
0.00184,0.999488354,-29.37243693,2.48839283,0.05871847,0.496130943333333,0.000155926000000139,,,,
0.00185,0.999488354,-29.44237739,2.488236904,-0.034961249,0.496078968,-0.000155926000000139,,,,
0.00186,0.999488354,-29.44237739,2.488236904,0.105732652,0.496078968,0,,,,
0.00187,0.999488354,-29.41129357,2.488158703,0.246077892,0.496052901,-0.000078201,,,,
0.00188,0.999566495,-29.41906452,2.488158703,0.019685252,0.496052901,0,,,,
0.00189,0.999410152,-29.45014834,2.488236904,0.043105181,0.496078968,0.000078201,,,,
0.0019,0.999410152,-29.43460643,2.488314867,0.011878609,0.496104955666667,7.79630000002918E-05,,,,
0.00191,0.999566495,-29.36466597,2.48839283,0.136784904,0.496130943333333,7.79629999998477E-05,,,,
0.00192,0.999410152,-29.31804024,2.48839283,0.105558327,0.496130943333333,0,,,,
0.00193,0.999566495,-29.36466597,2.488236904,0.050911825,0.496078968,-0.000155926000000139,,,,
0.00194,0.999488354,-29.38797884,2.488158703,0.066525114,0.496052901,-0.000078201,,,,
0.00195,0.999488354,-29.52008881,2.488236904,0.050911825,0.496078968,0.000078201,,,,
0.00196,0.999488354,-29.34912406,2.48839283,0.082138395,0.496130943333333,0.000155926000000139,,,,
0.00197,0.999488354,-29.29472551,2.488314867,0.050911825,0.496104955666667,-7.79629999998477E-05,,,,
0.00198,0.999488354,-29.31804024,2.48839283,0.05871847,0.496130943333333,7.79629999998477E-05,,,,
0.00199,0.999410152,-29.32581119,2.48839283,0.082138395,0.496130943333333,0,,,,
0.002,0.999566495,-29.28695455,2.48839283,0.082138395,0.496130943333333,0,,,,
0.00201,0.999488354,-29.2791836,2.488314867,0.113364971,0.496104955666667,-7.79629999998477E-05,,,,
0.00202,0.999566495,-29.38797884,2.488236904,0.14459154,0.496078968,-7.79630000002918E-05,,,,
0.00203,0.999410152,-29.46569026,2.48839283,0.105558327,0.496130943333333,0.000155926000000139,,,,
0.00204,0.999410152,-29.30249646,2.48839283,-0.034961249,0.496130943333333,0,,,,
0.00205,0.999488354,-29.43460643,2.48839283,0.152649867,0.496130943333333,0,,,,
0.00206,0.999410152,-29.33358215,2.488314867,0.035298537,0.496104955666667,-7.79629999998477E-05,,,,
0.00207,0.999488354,-29.46569026,2.488236904,0.105558327,0.496078968,-7.79630000002918E-05,,,,
0.00208,0.999488354,-29.34912406,2.488236904,0.105558327,0.496078968,0,,,,
0.00209,0.999488354,-29.38797884,2.488236904,0.089945039,0.496078968,0,,,,
0.0021,0.999566495,-29.43460643,2.488314867,-0.01154132,0.496104955666667,7.79630000002918E-05,,,,
0.00211,0.999410152,-29.29472551,2.488314867,-0.019379915,0.496104955666667,0,,,,
0.00212,0.999566495,-29.40352261,2.48839283,0.090093577,0.496130943333333,7.79629999998477E-05,,,,
0.00213,0.999410152,-29.28695455,2.488314867,0.105558327,0.496104955666667,-7.79629999998477E-05,,,,
0.00214,0.999488354,-29.31804024,2.488158703,0.097751683,0.496052901,-0.000156164000000292,,,,
0.00215,0.999488354,-29.35689501,2.48808074,-0.003734678,0.496026913333333,-7.79629999998477E-05,,,,
0.00216,0.999488354,-29.38020788,2.488236904,0.027537297,0.496078968,0.000156163999999848,,,,
0.00217,0.999488354,-29.41906452,2.48839283,0.121171615,0.496130943333333,0.000155926000000139,,,,
0.00218,0.999488354,-29.35689501,2.488471031,0.113364971,0.496157010333333,0.000078201,,,,
0.00219,0.999488354,-29.2791836,2.488314867,0.097751683,0.496104955666667,-0.000156163999999848,,,,
0.0022,0.999488354,-29.46569026,2.48808074,0.089945039,0.496026913333333,-0.000234127000000139,,,,
0.00221,0.999488354,-29.2791836,2.48808074,0.004071966,0.496026913333333,0,,,,
0.00222,0.999566495,-29.46569026,2.48839283,0.160204829,0.496130943333333,0.000312089999999987,,,,
0.00223,0.999410152,-29.34912406,2.48839283,0.097751683,0.496130943333333,0,,,,
0.00224,0.999566495,-29.31026742,2.48839283,0.113364971,0.496130943333333,0,,,,
0.00225,0.999410152,-29.34912406,2.488314867,0.128978252,0.496104955666667,-7.79629999998477E-05,,,,
0.00226,0.999488354,-29.34912406,2.488236904,0.097751683,0.496078968,-7.79630000002918E-05,,,,
0.00227,0.999488354,-29.37243693,2.488236904,0.207044694,0.496078968,0,,,,
0.00228,0.999488354,-29.41129357,2.488236904,0.089945039,0.496078968,0,,,,
0.00229,0.999410152,-29.31026742,2.488236904,0.14459154,0.496078968,0,,,,
0.0023,0.999410152,-29.44237739,2.488236904,0.066525114,0.496078968,0,,,,
0.00231,0.999566495,-29.33358215,2.48839283,-0.01154132,0.496130943333333,0.000155926000000139,,,,
0.00232,0.999410152,-29.49677594,2.488314867,0.011898225,0.496104955666667,-7.79629999998477E-05,,,,
0.00233,0.999566495,-29.41129357,2.488236904,0.011878609,0.496078968,-7.79630000002918E-05,,,,
0.00234,0.999566495,-29.48900312,2.488236904,0.027491895,0.496078968,0,,,,
0.00235,0.999410152,-29.31804024,2.488236904,0.160204829,0.496078968,0,,,,
0.00236,0.999488354,-29.42683548,2.488471031,-0.01154132,0.496157010333333,0.000234127000000139,,,,
0.00237,0.999488354,-29.47346121,2.488471031,0.058815436,0.496157010333333,0,,,,
0.00238,0.999488354,-29.35689501,2.48839283,0.14459154,0.496130943333333,-0.000078201,,,,
0.00239,0.999488354,-29.31804024,2.488314867,0.113364971,0.496104955666667,-7.79629999998477E-05,,,,
0.0024,0.999488354,-29.34912406,2.488158703,0.128978252,0.496052901,-0.000156164000000292,,,,
0.00241,0.999488354,-29.51231785,2.488158703,0.043105181,0.496052901,0,,,,
0.00242,0.999410152,-29.42683548,2.488314867,0.027491895,0.496104955666667,0.000156164000000292,,,,
0.00243,0.999566495,-29.33358215,2.488471031,0.035298537,0.496157010333333,0.000156163999999848,,,,
0.00244,0.999410152,-29.26364169,2.488548994,0.082138395,0.496182998,7.79629999998477E-05,,,,
0.00245,0.999566495,-29.34912406,2.48839283,0.043105181,0.496130943333333,-0.000156163999999848,,,,
0.00246,0.999566495,-29.30249646,2.488236904,0.089945039,0.496078968,-0.000155926000000139,,,,
0.00247,0.999488354,-29.43460643,2.488158703,0.183624754,0.496052901,-0.000078201,,,,
0.00248,0.999488354,-29.30249646,2.488236904,0.136784904,0.496078968,0.000078201,,,,
0.00249,0.999410152,-29.29472551,2.488236904,-0.027154607,0.496078968,0,,,,
0.0025,0.999488354,-29.33358215,2.488236904,0.07445451,0.496078968,0,,,,
0.00251,0.999488354,-29.38797884,2.488236904,0.183624754,0.496078968,0,,,,
0.00252,0.999488354,-29.3413531,2.488471031,0.152398192,0.496157010333333,0.000234127000000139,,,,
0.00253,0.999566495,-29.36466597,2.48839283,0.089945039,0.496130943333333,-0.000078201,,,,
0.00254,0.999488354,-29.42683548,2.488314867,0.082138395,0.496104955666667,-7.79629999998477E-05,,,,
0.00255,0.999644697,-29.33358215,2.48839283,0.082138395,0.496130943333333,7.79629999998477E-05,,,,
0.00256,0.999410152,-29.31804024,2.48839283,-0.034961249,0.496130943333333,0,,,,
0.00257,0.999566495,-29.32581119,2.488471031,0.121371719,0.496157010333333,0.000078201,,,,
0.00258,0.999410152,-29.41906452,2.488236904,0.121171615,0.496078968,-0.000234127000000139,,,,
0.00259,1.960973382,-11.38230041,2.490968943,0.152398192,0.496989647666667,0.00273203900000007,,,,
0.0026,3.968203545,33.48036483,2.499634027,0.191431405,0.499878009,0.00866508399999999,,,,
0.00261,3.998530865,32.35998005,2.507440567,0.246077892,0.502480189,0.00780654000000025,,,,
0.00262,4.000093937,31.85560182,2.514310122,0.097751683,0.504770040666667,0.00686955499999975,,,,
0.00263,4.000719547,31.63057566,2.520867586,0.05871847,0.506955862,0.00655746400000012,,,,
0.00264,4.001031876,31.28139302,2.527503014,0.05871847,0.509167671333333,0.00663542800000005,,,,
0.00265,4.001110077,31.19603544,2.534216404,0.105558327,0.511405468,0.00671338999999982,,,,
0.00266,4.001266479,31.35898709,2.540773869,0.121171615,0.513591289666667,0.00655746500000021,,,,
0.00267,4.001344681,31.18051589,2.546784878,0.222657982,0.515594959333333,0.00601100899999985,,,,
0.00268,4.001266479,31.26587346,2.551858902,0.089945039,0.517286300666667,0.00507402400000023,,,,
0.00269,4.001501083,31.19603544,2.556074381,0.105558327,0.518691460333333,0.00421547899999997,,,,
0.0027,4.001422882,31.18051589,2.559665442,0.035298537,0.519888480666667,0.00359106099999984,,,,
0.00271,4.001501083,31.16499819,2.562631845,0.089945039,0.520877281666667,0.00296640299999984,,,,
0.00272,4.001501083,31.13395907,2.565364122,0.019685252,0.521788040666667,0.00273227700000023,,,,
0.00273,4.001501083,31.27363324,2.567471743,0.21485133,0.522490581,0.00210762099999995,,,,
0.00274,4.001579285,31.27363324,2.569033146,0.011878609,0.523011048666667,0.00156140300000018,,,,
0.00275,4.001579285,31.31242841,2.569735527,0.097751683,0.523245175666667,0.000702380999999974,,,,
0.00276,4.001657486,31.29691258,2.569891691,0.16801148,0.523297230333333,0.000156163999999848,Peak 1,,,
0.00277,4.001657486,31.13395907,2.5695014,0.089945039,0.523167133333333,-0.000390290999999987,Peak 1,,,
0.00278,4.001579285,31.22707456,2.568408489,0.05871847,0.522802829666667,-0.0010929110000002,,,,
0.00279,4.001579285,31.26587346,2.567003489,0.097751683,0.522334496333333,-0.00140499999999966,,,,
0.0028,4.001657486,31.20379522,2.56489563,0.128978252,0.521631876666667,-0.0021078590000001,,,,
0.00281,4.001657486,31.2891528,2.562553644,0.011878609,0.520851214666667,-0.00234198600000024,,,,
0.00282,4.001657486,31.18051589,2.559899569,0.011878609,0.519966523,-0.0026540749999997,,,,
0.00283,4.001657486,31.13395907,2.556620836,0.097751683,0.518873612,-0.00327873300000014,,,,
