Sample-#, CA-V, CA-I, CB-V, CB-I ,,,Sample-#, CA-V, CA-I, CB-V, CB-I 
0.00148,4.002048016,29.55099754,3.996511698,0.074331758,,,,1.000682672,9.51699918,0.998837232666667,-0.308556080666667
0.00149,4.002048016,29.47340161,3.996433735,0.074331758,,,,1.000682672,9.49113387,0.998811245,-0.308556080666667
0.0015,4.002048016,29.48116139,3.996355534,-0.01154132,,,,1.000682672,9.49372046333333,0.998785178,-0.33718044
0.00151,4.001891613,29.60531414,3.996277571,0.050995903,,,,1.00063053766667,9.53510471333333,0.998759190333333,-0.316334699
0.00152,4.002204418,29.45788205,3.996355534,0.05871847,,,,1.000734806,9.48596068333333,0.998785178,-0.31376051
0.00153,4.002126217,29.51219864,3.996433735,0.066525114,,,,1.000708739,9.50406621333333,0.998811245,-0.311158295333333
0.00154,4.001969814,29.5665171,3.996511698,0.05871847,,,,1.00065660466667,9.52217236666667,0.998837232666667,-0.31376051
0.00155,4.002048016,29.50443886,3.996433735,0.097751683,,,,1.000682672,9.50147962,0.998811245,-0.300749439
0.00156,4.001969814,29.47340161,3.996433735,0.074331758,,,,1.00065660466667,9.49113387,0.998811245,-0.308556080666667
0.00157,4.002048016,29.54323776,3.996511698,0.082138395,,,,1.000682672,9.51441258666667,0.998837232666667,-0.305953868333333
0.00158,4.002048016,29.64411303,3.996511698,0.027491895,,,,1.000682672,9.54803767666667,0.998837232666667,-0.324169368333333
0.00159,4.001969814,29.50443886,3.996511698,0.066525114,,,,1.00065660466667,9.50147962,0.998837232666667,-0.311158295333333
0.0016,4.001891613,29.53547798,3.996433735,0.05871847,,,,1.00063053766667,9.51182599333333,0.998811245,-0.31376051
0.00161,4.001969814,29.48892117,3.996433735,0.121171615,,,,1.00065660466667,9.49630705666667,0.998811245,-0.292942795
0.00162,4.002048016,29.42684293,3.996355534,0.027491895,,,,1.000682672,9.47561431,0.998785178,-0.324169368333333
0.00163,4.001891613,29.54323776,3.996355534,0.035298537,,,,1.00063053766667,9.51441258666667,0.998785178,-0.321567154333333
0.00164,4.001969814,29.45012227,3.996277571,0.082138395,,,,1.00065660466667,9.48337409,0.998759190333333,-0.305953868333333
0.00165,4.001891613,29.47340161,3.996355534,0.113364971,,,,1.00063053766667,9.49113387,0.998785178,-0.295545009666667
0.00166,4.001969814,29.51995842,3.996355534,0.074331758,,,,1.00065660466667,9.50665280666667,0.998785178,-0.308556080666667
0.00167,4.001969814,29.64411303,3.996589899,-0.034961249,,,,1.00065660466667,9.54803767666667,0.998863299666667,-0.344987083
0.00168,4.001969814,29.59755436,3.996589899,0.050995903,,,,1.00065660466667,9.53251812,0.998863299666667,-0.316334699
0.00169,4.001969814,29.62859347,3.996589899,0.082138395,,,,1.00065660466667,9.54286449,0.998863299666667,-0.305953868333333
0.0017,4.001891613,29.62859347,3.996589899,0.074331758,,,,1.00063053766667,9.54286449,0.998863299666667,-0.308556080666667
0.00171,4.002048016,29.5665171,3.996511698,0.050911825,,,,1.000682672,9.52217236666667,0.998837232666667,-0.316362725
0.00172,4.001969814,29.55099754,3.996589899,0.082138395,,,,1.00065660466667,9.51699918,0.998863299666667,-0.305953868333333
0.00173,4.001969814,29.58979458,3.996667862,0.160204829,,,,1.00065660466667,9.52993152666667,0.998889287333333,-0.279931723666667
0.00174,4.001969814,29.50443886,3.996589899,0.035298537,,,,1.00065660466667,9.50147962,0.998863299666667,-0.321567154333333
0.00175,4.001969814,29.49668095,3.996667862,0.152398192,,,,1.00065660466667,9.49889365,0.998889287333333,-0.282533936
0.00176,4.002048016,29.49668095,3.996667862,0.043105181,,,,1.000682672,9.49889365,0.998889287333333,-0.318964939666667
0.00177,4.001969814,29.58979458,3.996746063,0.105558327,,,,1.00065660466667,9.52993152666667,0.998915354333333,-0.298147224333333
0.00178,4.002048016,29.49668095,3.996824026,0.097751683,,,,1.000682672,9.49889365,0.998941342,-0.300749439
0.00179,4.001969814,29.53547798,3.996824026,0.043105181,,,,1.00065660466667,9.51182599333333,0.998941342,-0.318964939666667
0.0018,4.001891613,29.51995842,3.996746063,0.074331758,,,,1.00063053766667,9.50665280666667,0.998915354333333,-0.308556080666667
0.00181,4.002048016,29.55099754,3.996589899,0.011878609,,,,1.000682672,9.51699918,0.998863299666667,-0.329373797
0.00182,4.001969814,29.51995842,3.996511698,0.183624754,,,,1.00065660466667,9.50665280666667,0.998837232666667,-0.272125082
0.00183,4.002048016,29.57427688,3.996667862,0.082138395,,,,1.000682672,9.52475896,0.998889287333333,-0.305953868333333
0.00184,4.001969814,29.57427688,3.996746063,0.089945039,,,,1.00065660466667,9.52475896,0.998915354333333,-0.303351653666667
